id,居住地,性別,年齡,年齡組,教育程度,職業,婚姻狀況,媒體習慣
964,臺北市,女,46,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat
965,新北市,女,51,45–54歲,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram
966,桃園市,女,36,35–44歲,國中,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok
967,臺南市,男,60,55–64歲,國小以下,家管,未婚,LINE、Facebook、YouTube
968,新北市,女,55,55–64歲,高中(職),管理/主管,未婚,LINE、Facebook、YouTube、Instagram
969,彰化縣,男,42,35–44歲,國小以下,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
970,臺北市,男,38,35–44歲,高中(職),事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok
971,彰化縣,男,76,65歲以上,高中(職),退休,未婚,LINE、Facebook、YouTube
972,臺中市,男,59,55–64歲,碩士以上,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
973,彰化縣,男,76,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube
974,臺北市,女,55,55–64歲,高中(職),專業人員,未婚,LINE、Facebook、TikTok
975,新北市,男,56,55–64歲,國中,其他/待業,已婚,LINE、Facebook、YouTube、Instagram
976,雲林縣,女,53,45–54歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
977,臺南市,男,61,55–64歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、小紅書
978,苗栗縣,男,64,55–64歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、小紅書
979,臺中市,男,57,55–64歲,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram
980,新北市,男,57,55–64歲,大學,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、Threads
981,嘉義縣,女,60,55–64歲,高中(職),技術/助理專業,已婚,LINE、Facebook、YouTube
982,新竹市,女,56,55–64歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
983,雲林縣,男,84,65歲以上,國中,家管,已婚,LINE、Facebook
984,臺北市,女,73,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube
985,雲林縣,女,59,55–64歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
986,臺南市,女,47,45–54歲,國小以下,技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、Threads
987,桃園市,男,30,25–34歲,碩士以上,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
988,臺中市,男,67,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram
989,嘉義縣,男,67,65歲以上,國小以下,農林漁牧,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
990,高雄市,女,60,55–64歲,國小以下,退休,已婚,LINE、Facebook、YouTube、Instagram
991,基隆市,女,73,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Instagram
992,桃園市,女,66,65歲以上,大學,退休,未婚,LINE、Facebook、Instagram、WeChat
993,苗栗縣,女,31,25–34歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok、小紅書、X(Twitter)
994,新北市,男,32,25–34歲,專科,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat
995,臺南市,男,68,65歲以上,大學,家管,已婚,LINE、Facebook
996,臺北市,男,25,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)、WhatsApp、Telegram
997,新北市,女,18,15–24歲,大學,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
998,臺北市,男,49,45–54歲,碩士以上,服務/銷售,已婚,LINE、Facebook、小紅書
999,臺中市,女,72,65歲以上,國小以下,退休,已婚,LINE、Facebook、Instagram
1000,彰化縣,女,67,65歲以上,專科,退休,已婚,LINE、Facebook、YouTube
1001,金門縣,女,61,55–64歲,國中,服務/銷售,已婚,LINE、Facebook、YouTube
1002,新北市,女,55,55–64歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok
1003,新北市,男,30,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)
1004,彰化縣,男,50,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1005,嘉義市,男,79,65歲以上,國中,專業人員,已婚,LINE、Facebook、YouTube
1006,臺北市,男,23,15–24歲,碩士以上,家管,未婚,LINE、Facebook、YouTube、Instagram、小紅書、Threads、Pinterest
1007,臺北市,女,25,25–34歲,高中(職),專業人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、X(Twitter)
1008,桃園市,女,28,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1009,臺北市,男,26,25–34歲,國小以下,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、X(Twitter)
1010,苗栗縣,女,52,45–54歲,高中(職),服務/銷售,未婚,LINE、Facebook、Instagram、小紅書
1011,新北市,男,69,65歲以上,碩士以上,家管,未婚,LINE、Facebook
1012,高雄市,女,71,65歲以上,國中,退休,已婚,LINE、Facebook
1013,雲林縣,女,79,65歲以上,國中,退休,已婚,LINE、Facebook、Instagram
1014,新北市,女,74,65歲以上,大學,退休,已婚,LINE、Facebook、Instagram
1015,新北市,女,38,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1016,彰化縣,女,74,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube
1017,屏東縣,女,46,45–54歲,專科,技術/助理專業,已婚,LINE、Facebook、YouTube、小紅書、LinkedIn
1018,雲林縣,男,31,25–34歲,碩士以上,其他/待業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、Threads、WhatsApp
1019,高雄市,男,43,35–44歲,國中,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、Threads
1020,桃園市,女,32,25–34歲,碩士以上,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1021,嘉義市,女,28,25–34歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
1022,桃園市,女,38,35–44歲,碩士以上,家管,未婚,LINE、Facebook、YouTube、TikTok
1023,新北市,男,34,25–34歲,大學,事務人員,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Threads、Pinterest
1024,桃園市,男,24,15–24歲,專科,學生,未婚,LINE、Facebook、YouTube、TikTok
1025,臺北市,女,23,15–24歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、X(Twitter)
1026,桃園市,男,52,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram
1027,南投縣,女,22,15–24歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
1028,臺中市,女,56,55–64歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、WhatsApp
1029,屏東縣,男,41,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、小紅書
1030,新北市,女,80,65歲以上,高中(職),退休,未婚,LINE、Facebook、YouTube、WhatsApp、Telegram
1031,苗栗縣,女,46,45–54歲,高中(職),事務人員,未婚,LINE、Facebook、YouTube、Instagram
1032,彰化縣,女,47,45–54歲,高中(職),技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、小紅書、X(Twitter)、Telegram
1033,新竹縣,女,54,45–54歲,碩士以上,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1034,高雄市,女,59,55–64歲,國小以下,技術/助理專業,已婚,LINE、Facebook、YouTube
1035,臺中市,女,38,35–44歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram
1036,新北市,女,64,55–64歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram
1037,新北市,女,45,45–54歲,國小以下,技術/助理專業,已婚,LINE、Facebook、YouTube、TikTok、WeChat
1038,新北市,男,27,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)、Pinterest
1039,彰化縣,女,51,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、Threads、WhatsApp、Telegram
1040,臺中市,男,51,45–54歲,高中(職),家管,未婚,LINE、Facebook、Instagram、Telegram
1041,臺南市,男,18,15–24歲,碩士以上,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat
1042,臺中市,男,52,45–54歲,大學,管理/主管,未婚,LINE、Facebook、YouTube、Instagram、WeChat
1043,臺北市,男,67,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube
1044,新北市,男,53,45–54歲,大學,其他/待業,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1045,雲林縣,男,53,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、Threads
1046,雲林縣,女,47,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube
1047,高雄市,男,26,25–34歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
1048,桃園市,男,63,55–64歲,高中(職),事務人員,已婚,LINE、Facebook、YouTube
1049,臺中市,女,27,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、小紅書、X(Twitter)
1050,桃園市,女,16,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、TikTok、小紅書
1051,彰化縣,女,84,65歲以上,專科,退休,已婚,LINE、Facebook、YouTube、Instagram
1052,南投縣,男,57,55–64歲,高中(職),服務/銷售,未婚,LINE、Facebook、Instagram、TikTok
1053,高雄市,女,43,35–44歲,碩士以上,技術工/勞工,未婚,LINE、Facebook、YouTube、Tumblr
1054,新北市,女,43,35–44歲,國中,家管,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Telegram
1055,臺北市,女,60,55–64歲,大學,退休,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1056,臺北市,男,84,65歲以上,大學,家管,已婚,LINE、Facebook
1057,新北市,男,49,45–54歲,碩士以上,事務人員,已婚,LINE、Facebook、YouTube、TikTok
1058,新北市,女,61,55–64歲,碩士以上,家管,已婚,LINE、Facebook、YouTube、TikTok、WeChat
1059,彰化縣,女,62,55–64歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1060,新北市,女,39,35–44歲,專科,事務人員,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Telegram
1061,臺中市,女,70,65歲以上,專科,退休,已婚,LINE、Facebook、YouTube、Threads
1062,新北市,女,24,15–24歲,國中,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
1063,新北市,男,66,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube
1064,臺東縣,男,31,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、Instagram、TikTok、WeChat、WhatsApp
1065,新北市,男,35,35–44歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、Telegram、LinkedIn
1066,臺中市,女,52,45–54歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、Pinterest、LinkedIn
1067,基隆市,男,66,65歲以上,國中,退休,已婚,LINE、Facebook、YouTube、Instagram
1068,桃園市,男,74,65歲以上,碩士以上,服務/銷售,已婚,LINE、Facebook、小紅書
1069,新北市,女,30,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1070,桃園市,女,62,55–64歲,國小以下,技術工/勞工,未婚,LINE、Facebook、YouTube
1071,新北市,男,63,55–64歲,大學,技術工/勞工,已婚,LINE、Facebook、Instagram、WeChat
1072,雲林縣,女,59,55–64歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、小紅書
1073,臺南市,女,63,55–64歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1074,新竹縣,女,40,35–44歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram
1075,臺中市,女,80,65歲以上,專科,家管,已婚,LINE、Facebook、YouTube、Instagram
1076,雲林縣,男,26,25–34歲,高中(職),服務/銷售,已婚,LINE、Facebook、Instagram、WhatsApp
1077,臺北市,男,65,65歲以上,大學,退休,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1078,高雄市,女,82,65歲以上,大學,技術工/勞工,已婚,LINE、Facebook、YouTube
1079,臺中市,男,80,65歲以上,高中(職),事務人員,未婚,LINE、Facebook、YouTube
1080,新北市,男,30,25–34歲,碩士以上,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、Telegram、Tumblr
1081,桃園市,男,17,15–24歲,專科,學生,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
1082,臺中市,女,67,65歲以上,高中(職),退休,未婚,LINE、Facebook、YouTube、Instagram
1083,臺南市,女,73,65歲以上,大學,事務人員,已婚,LINE、Facebook、YouTube
1084,臺北市,女,26,25–34歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1085,高雄市,女,19,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
1086,高雄市,女,51,45–54歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、WeChat
1087,彰化縣,男,66,65歲以上,高中(職),退休,未婚,LINE、Facebook
1088,新北市,女,36,35–44歲,高中(職),其他/待業,已婚,LINE、Facebook、YouTube、小紅書
1089,高雄市,男,45,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、Telegram
1090,臺北市,女,47,45–54歲,碩士以上,其他/待業,已婚,LINE、Facebook、YouTube、TikTok
1091,臺中市,男,64,55–64歲,高中(職),退休,已婚,LINE、Facebook、YouTube、小紅書
1092,臺南市,男,75,65歲以上,國小以下,退休,未婚,LINE、Facebook、YouTube
1093,新北市,女,24,15–24歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、WhatsApp、Pinterest
1094,彰化縣,男,73,65歲以上,國中,其他/待業,未婚,LINE、Facebook、Instagram
1095,高雄市,女,35,35–44歲,碩士以上,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1096,臺南市,男,71,65歲以上,碩士以上,技術工/勞工,已婚,LINE、Facebook、Instagram、Telegram
1097,新北市,男,77,65歲以上,高中(職),退休,已婚,LINE、Facebook、YouTube、Instagram、小紅書、X(Twitter)
1098,臺南市,男,47,45–54歲,碩士以上,專業人員,已婚,LINE、Facebook、YouTube、Instagram
1099,彰化縣,女,32,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1100,新竹市,男,27,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat
1101,臺北市,男,54,45–54歲,專科,專業人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1102,臺東縣,女,22,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WhatsApp
1103,新北市,女,69,65歲以上,國中,技術工/勞工,未婚,LINE、Facebook
1104,新北市,女,67,65歲以上,高中(職),服務/銷售,已婚,LINE、Facebook、TikTok
1105,新北市,女,46,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、X(Twitter)
1106,桃園市,男,38,35–44歲,碩士以上,技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok
1107,臺北市,男,76,65歲以上,大學,退休,已婚,LINE、Facebook、Instagram、TikTok
1108,彰化縣,女,79,65歲以上,國中,退休,已婚,LINE、Facebook、Threads
1109,宜蘭縣,男,69,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram
1110,新北市,男,42,35–44歲,高中(職),技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram
1111,苗栗縣,女,37,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、TikTok、小紅書
1112,臺中市,男,39,35–44歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、X(Twitter)
1113,新竹市,男,51,45–54歲,專科,家管,未婚,LINE、Facebook、YouTube、Instagram、WeChat
1114,高雄市,男,61,55–64歲,高中(職),退休,未婚,LINE、Facebook、YouTube、Instagram、小紅書
1115,新北市,女,49,45–54歲,大學,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1116,新北市,男,50,45–54歲,專科,管理/主管,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1117,臺北市,女,50,45–54歲,國小以下,專業人員,已婚,LINE、Facebook、TikTok、小紅書、WhatsApp
1118,新北市,女,69,65歲以上,高中(職),家管,已婚,LINE、Facebook、Instagram
1119,苗栗縣,男,22,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)、LinkedIn
1120,臺中市,女,55,55–64歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram
1121,桃園市,女,63,55–64歲,專科,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、Threads
1122,臺北市,男,55,55–64歲,碩士以上,家管,已婚,LINE、Facebook、YouTube、Instagram、WeChat、Telegram
1123,高雄市,男,54,45–54歲,專科,農林漁牧,未婚,LINE、Facebook、YouTube
1124,桃園市,女,41,35–44歲,碩士以上,家管,已婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
1125,苗栗縣,男,77,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Threads
1126,彰化縣,男,67,65歲以上,大學,家管,已婚,LINE、Facebook、YouTube、Instagram
1127,高雄市,男,27,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat
